date,menu__id,menu__name,menu__type,menu__beli,menu__jual,menu__quantity,idToko,namaToko
6/1/2024,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,4,,
6/1/2024,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,MX0001,Mixue Sukataris
6/1/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,6,,
6/1/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,7,,
6/1/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,3,,
6/1/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,9,,
6/1/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,28,,
6/1/2024,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,,
6/1/2024,10045,Mango Smoothies,Ice Cream,0,16000,6,,
6/1/2024,10009,Mango Sundae,Ice Cream,14725,16000,28,,
6/1/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,73,,
6/1/2024,10039,Oats Milk Tea (L),Milk Tea,0,22000,1,,
6/1/2024,10008,Oreo Sundae,Ice Cream,14093,16000,26,,
6/1/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,4,,
6/1/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,6,,
6/1/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,8,,
6/1/2024,10022,Pearl Milk Tea (L),Milk Tea,0,22000,4,,
6/1/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
6/1/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,23,,
6/1/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,3,,
6/1/2024,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,3,,
6/1/2024,10003,Sundae,Ice Cream,11824,16000,6,,
6/1/2024,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,2,,
6/1/2024,10047,Tumbler Biru,Ice Cream,0,80000,1,,
5/31/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,2,,
5/31/2024,10014,Boba Shake,Ice Cream,10613,16000,4,,
5/31/2024,10010,Boba Sundae (U),Ice Cream,14448,16000,36,,
5/31/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,4,,
5/31/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,2,,
5/31/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,5,,
5/31/2024,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
5/31/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,74,,
5/31/2024,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,2,,
5/31/2024,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
5/31/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,8,,
5/31/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,10,,
5/31/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
5/31/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
5/31/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,21,,
5/31/2024,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,3,,
5/31/2024,10045,Mango Smoothies,Ice Cream,0,16000,4,,
5/31/2024,10009,Mango Sundae,Ice Cream,14725,16000,14,,
5/31/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,66,,
5/31/2024,10023,Oats Milk Tea (M),Milk Tea,0,19000,2,,
5/31/2024,10008,Oreo Sundae,Ice Cream,14093,16000,23,,
5/31/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,2,,
5/31/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,6,,
5/31/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,7,,
5/31/2024,10038,Pearl Milk Tea (M),Milk Tea,0,19000,3,,
5/31/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
5/31/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,21,MX0001,Mixue Sukataris
5/31/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
5/31/2024,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,3,,
5/31/2024,10003,Sundae,Ice Cream,11824,16000,4,,
5/31/2024,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,1,,
5/31/2024,10050,Tambah Topping,Ice Cream,0,2000,1,,
5/30/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,3,,
5/30/2024,10010,Boba Sundae (U),Ice Cream,14448,16000,26,,
5/30/2024,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,2,,
5/30/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
5/30/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,2,,
5/30/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,3,,
5/30/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,2,,
5/30/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,38,,
5/30/2024,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,5,,
5/30/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,12,,
5/30/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,6,,
5/30/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,6,,
5/30/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,3,,
5/30/2024,10045,Mango Smoothies,Ice Cream,0,16000,1,,
5/30/2024,10009,Mango Sundae,Ice Cream,14725,16000,11,,
5/30/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,43,,
5/30/2024,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
5/30/2024,10008,Oreo Sundae,Ice Cream,14093,16000,10,,
5/30/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,2,,
5/30/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,10,,
5/30/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,10,MX0001,Mixue Sukataris
5/30/2024,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,,
5/30/2024,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
5/30/2024,10041,Red Bean Milk Tea (L),Milk Tea,0,22000,2,,
5/30/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
5/30/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,9,,
5/30/2024,10003,Sundae,Ice Cream,11824,16000,3,,
5/30/2024,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,1,,
5/29/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,2,,
5/29/2024,10014,Boba Shake,Ice Cream,10613,16000,1,,
5/29/2024,10010,Boba Sundae (U),Ice Cream,14448,16000,15,,
5/29/2024,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,1,,
5/29/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,3,MX0001,Mixue Sukataris
5/29/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
5/29/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,7,,
5/29/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,3,,
5/29/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,14,,
5/29/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,7,,
5/29/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,3,,
5/29/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
5/29/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,15,,
5/29/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,11,,
5/29/2024,10045,Mango Smoothies,Ice Cream,0,16000,1,,
5/29/2024,10009,Mango Sundae,Ice Cream,14725,16000,15,,
5/29/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,39,,
5/29/2024,10039,Oats Milk Tea (L),Milk Tea,0,22000,1,,
5/29/2024,10008,Oreo Sundae,Ice Cream,14093,16000,13,,
5/29/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
5/29/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,4,,
5/29/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,8,,
5/29/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,2,,
5/29/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,9,,
5/29/2024,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,1,,
5/29/2024,10003,Sundae,Ice Cream,11824,16000,9,,
5/29/2024,10050,Tambah Topping,Ice Cream,0,2000,2,,
5/29/2024,10047,Tumbler Biru,Ice Cream,0,80000,1,,
5/28/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,3,,
5/28/2024,10014,Boba Shake,Ice Cream,10613,16000,1,,
5/28/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
5/28/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,5,,
5/28/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,10,,
5/28/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,60,,
5/28/2024,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
5/28/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,16,,
5/28/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,1,,
5/28/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,4,,
5/28/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,6,,
5/28/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,19,,
5/28/2024,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,2,,
5/28/2024,10009,Mango Sundae,Ice Cream,14725,16000,11,,
5/28/2024,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,2,,
5/28/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,36,,
5/28/2024,10008,Oreo Sundae,Ice Cream,14093,16000,19,,
5/28/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,2,,
5/28/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,10,,
5/28/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,8,,
5/28/2024,10041,Red Bean Milk Tea (L),Milk Tea,0,22000,1,,
5/28/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,2,,
5/28/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,19,MX0001,Mixue Sukataris
5/28/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,3,,
5/28/2024,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,6,,
5/28/2024,10003,Sundae,Ice Cream,11824,16000,4,,
5/27/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,2,,
5/27/2024,10010,Boba Sundae (U),Ice Cream,14448,16000,2,,
5/27/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
5/27/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,2,,
5/27/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,4,,
5/27/2024,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,2,,
5/27/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,39,,
5/27/2024,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,2,,
5/27/2024,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,1,MX0001,Mixue Sukataris
5/27/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,17,,
5/27/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,3,,
5/27/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,6,,
5/27/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,14,,
5/27/2024,10045,Mango Smoothies,Ice Cream,0,16000,3,,
5/27/2024,10009,Mango Sundae,Ice Cream,14725,16000,11,,
5/27/2024,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
5/27/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,46,,
5/27/2024,10008,Oreo Sundae,Ice Cream,14093,16000,28,,
5/27/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,10,,
5/27/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,7,,
5/27/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,2,,
5/27/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,17,,
5/27/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,3,,
5/27/2024,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,5,,
5/27/2024,10003,Sundae,Ice Cream,11824,16000,3,,
5/27/2024,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,2,,
5/27/2024,10050,Tambah Topping,Ice Cream,0,2000,1,,
5/26/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,4,,
5/26/2024,10010,Boba Sundae (U),Ice Cream,14448,16000,8,,
5/26/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,4,,
5/26/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
5/26/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,10,,
5/26/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,1,,
5/26/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,55,,
5/26/2024,10052,Grape Fruit Tea ,Fruit Tea,0,13000,1,,
5/26/2024,10064,Grape Sundae,Ice Cream,0,16000,4,,
5/26/2024,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,4,,
5/26/2024,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
5/26/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,10,,
5/26/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,3,,
5/26/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,4,,
5/26/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
5/26/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,40,,
5/26/2024,10045,Mango Smoothies,Ice Cream,0,16000,5,,
5/26/2024,10009,Mango Sundae,Ice Cream,14725,16000,30,,
5/26/2024,10042,Milk Tea With 2 Topping (L),Milk Tea,0,22000,2,,
5/26/2024,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
5/26/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,88,,
5/26/2024,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
5/26/2024,10008,Oreo Sundae,Ice Cream,14093,16000,35,,
5/26/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,5,,
5/26/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,9,,
5/26/2024,10031,Passion Fruit Jasmine Tea (L),Fruit Tea,7057,16000,1,,
5/26/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,8,,
5/26/2024,10041,Red Bean Milk Tea (L),Milk Tea,0,22000,1,,
5/26/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,2,,
5/26/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,16,MX0001,Mixue Sukataris
5/26/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,6,,
5/26/2024,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,2,,
5/26/2024,10003,Sundae,Ice Cream,11824,16000,8,,
5/26/2024,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,4,,
5/26/2024,10050,Tambah Topping,Ice Cream,0,2000,1,,
5/25/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,1,,
5/25/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,4,,
5/25/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,5,,
5/25/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,5,,
5/25/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,36,,
5/25/2024,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
5/25/2024,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
5/25/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,8,,
5/25/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,2,,
5/25/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,1,,
5/25/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
5/25/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,13,,
5/25/2024,10045,Mango Smoothies,Ice Cream,0,16000,3,,
5/25/2024,10009,Mango Sundae,Ice Cream,14725,16000,21,MX0001,Mixue Sukataris
5/25/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,94,,
5/25/2024,10039,Oats Milk Tea (L),Milk Tea,0,22000,1,,
5/25/2024,10008,Oreo Sundae,Ice Cream,14093,16000,40,,
5/25/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,3,,
5/25/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,1,,
5/25/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,5,,
5/25/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,19,,
5/25/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
5/25/2024,10003,Sundae,Ice Cream,11824,16000,8,,
5/25/2024,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,1,,
5/25/2024,10050,Tambah Topping,Ice Cream,0,2000,1,,
5/24/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,6,,
5/24/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
5/24/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,4,,
5/24/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,2,,
5/24/2024,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
5/24/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,73,,
5/24/2024,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,4,,
5/24/2024,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,2,,
5/24/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,7,,
5/24/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,2,,
5/24/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
5/24/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
5/24/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,12,,
5/24/2024,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,,
5/24/2024,10009,Mango Sundae,Ice Cream,14725,16000,25,,
5/24/2024,10042,Milk Tea With 2 Topping (L),Milk Tea,0,22000,1,,
5/24/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,59,,
5/24/2024,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
5/24/2024,10008,Oreo Sundae,Ice Cream,14093,16000,27,,
5/24/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,2,,
5/24/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
5/24/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,12,MX0001,Mixue Sukataris
5/24/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
5/24/2024,10003,Sundae,Ice Cream,11824,16000,2,,
5/24/2024,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,6,,
5/24/2024,10048,Tumbler Orange,Ice Cream,0,80000,1,,
5/23/2024,10010,Boba Sundae (U),Ice Cream,14448,16000,16,,
5/23/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,1,,
5/23/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,4,,
5/23/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,5,,
5/23/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,2,,
5/23/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,30,,
5/23/2024,10064,Grape Sundae,Ice Cream,0,16000,2,,
5/23/2024,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,1,MX0001,Mixue Sukataris
5/23/2024,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,1,,
5/23/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,8,,
5/23/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,3,,
5/23/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
5/23/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
5/23/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,13,,
5/23/2024,10045,Mango Smoothies,Ice Cream,0,16000,3,,
5/23/2024,10009,Mango Sundae,Ice Cream,14725,16000,16,,
5/23/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,58,,
5/23/2024,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
5/23/2024,10008,Oreo Sundae,Ice Cream,14093,16000,33,,
5/23/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,2,,
5/23/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,1,,
5/23/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,5,,
5/23/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,3,,
5/23/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,16,,
5/23/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
5/23/2024,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,1,,
5/23/2024,10003,Sundae,Ice Cream,11824,16000,1,,
5/23/2024,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,2,,
5/23/2024,10050,Tambah Topping,Ice Cream,0,2000,2,,
5/22/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,1,,
5/22/2024,10014,Boba Shake,Ice Cream,10613,16000,1,MX0001,Mixue Sukataris
5/22/2024,10010,Boba Sundae (U),Ice Cream,14448,16000,24,,
5/22/2024,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,1,,
5/22/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,3,,
5/22/2024,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,2,,
5/22/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,2,,
5/22/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,4,,
5/22/2024,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,2,,
5/22/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,14,,
5/22/2024,10052,Grape Fruit Tea ,Fruit Tea,0,13000,3,,
5/22/2024,10064,Grape Sundae,Ice Cream,0,16000,4,,
5/22/2024,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,2,,
5/22/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,3,,
5/22/2024,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,2,,
5/22/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,5,,
5/22/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,5,,
5/22/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,9,,
5/22/2024,10045,Mango Smoothies,Ice Cream,0,16000,3,,
5/22/2024,10009,Mango Sundae,Ice Cream,14725,16000,10,,
5/22/2024,10042,Milk Tea With 2 Topping (L),Milk Tea,0,22000,1,,
5/22/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,47,,
5/22/2024,10039,Oats Milk Tea (L),Milk Tea,0,22000,1,,
5/22/2024,10023,Oats Milk Tea (M),Milk Tea,0,19000,2,,
5/22/2024,10008,Oreo Sundae,Ice Cream,14093,16000,20,,
5/22/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
5/22/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,2,,
5/22/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,2,,
5/22/2024,10022,Pearl Milk Tea (L),Milk Tea,0,22000,2,,
5/22/2024,10038,Pearl Milk Tea (M),Milk Tea,0,19000,2,,
5/22/2024,10041,Red Bean Milk Tea (L),Milk Tea,0,22000,1,,
5/22/2024,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
5/22/2024,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,9,,
5/22/2024,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,3,,
5/22/2024,10003,Sundae,Ice Cream,11824,16000,20,,
5/22/2024,10050,Tambah Topping,Ice Cream,0,2000,2,,
5/21/2024,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,2,,
5/21/2024,10014,Boba Shake,Ice Cream,10613,16000,1,,
5/21/2024,10010,Boba Sundae (U),Ice Cream,14448,16000,28,,
5/21/2024,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,3,,
5/21/2024,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
5/21/2024,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,1,,
5/21/2024,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,3,,
5/21/2024,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
5/21/2024,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,27,,
5/21/2024,10064,Grape Sundae,Ice Cream,0,16000,1,,
5/21/2024,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,6,,
5/21/2024,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,1,,
5/21/2024,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,3,,
5/21/2024,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,4,,
5/21/2024,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
5/21/2024,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,8,,
5/21/2024,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,,
5/21/2024,10045,Mango Smoothies,Ice Cream,0,16000,1,,
5/21/2024,10009,Mango Sundae,Ice Cream,14725,16000,7,,
5/21/2024,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,2,,
5/21/2024,10007,Mixue Ice Cream,Ice Cream,4640,8000,45,,
5/21/2024,10023,Oats Milk Tea (M),Milk Tea,0,19000,2,,
5/21/2024,10008,Oreo Sundae,Ice Cream,14093,16000,24,,
5/21/2024,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
5/21/2024,10035,Original Jasmine Tea (L),Original Tea,6884,10000,1,,
5/21/2024,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,5,,
